She who put stickers on the wall swims at the beach.,Who swims at the beach?,She.,
She who designed stickers went to the mall.,Went where?,The mall.,
She who makes chicken nuggets fixed the car.,Fixed what?,The car.,
She who fixed the car ate fruit snacks.,Ate what?,Fruit snacks.,
She who likes fruit snacks designed stickers.,Designed what?,Those stickers.,
She who left the mark wrote a story.,Wrote what?,A story.,
She who took a test made a program.,Made what?,That program.,
She who made a friend cleaned the room.,Cleaned what?,The room.,
She who loves dogs watched the kids.,Watched who?,Kids.,
She who plays piano eats chicken nuggets.,Who eats chicken nuggets?,She.,
She who palys viola likes fruit snacks.,Who likes fruit snacks?,She.,
She who conducts an orchestra plays viola.,Who plays viola?,She.,
She who loves warm weather conducts an orchestra.,Conducts what?,An orchestra.,
She who drank water today loves warm weather.,Who loves warm weather?,She.,
She who took a test ate peppermint bites.,Ate what?,Peppermint bites.,
She who put stickers on the wall likes vacations.,Who likes vacations?,She.,
She who designed stickers drank water today.,Drank what?,Water today.,
She who makes chicken nuggets likes carpet flooring.,Who likes carpet flooring?,She.,
She who fixed the car charged the computer.,Charged what?,The computer.,
She who likes fruit snacks went to the dance.,Went where?,To the dance.,
She who left the mark put stickers on the wall.,Put stickers where?,On the wall.,
She who took a test paid the bills.,Paid what?,The bills.,
She who made a friend took a test.,Took what?,A test.,
She who loves dogs took a train.,Took what?,A train.,
She who plays piano boarded the airplane.,Boarded what?,The airplane.,
She who palys viola left the park.,Left where?,The park.,
She who conducts an orchestra made a friend.,Made what?,Friend.,
She who loves warm weather listened to music.,Listened to what?,Music.,
She who drank water today painted a landscape.,Painted what?,A landscape.,
She who took a test improvised a presentation.,Improvised what?,A presentation.,
She who put stickers on the wall performed a musical.,Performed what?,A musical.,
She who designed stickers studied hard.,Who studied hard?,She.,
She who makes chicken nuggets made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
She who fixed the car calculated averages.,Calculated what?,Averages.,
She who likes fruit snacks lost the keys.,Lost what?,Keys.,
She who left the mark sold the clothes.,Sold what?,Clothes.,
She who took a test danced all night.,Danced when?,All night.,
She who made a friend knew her.,Knew who?,Her,
She who loves dogs recognized him.,Recognized who?,Him.,
She who plays piano saw a dog.,Saw what?,Dog.,
She who palys viola volunteered at the park.,Volunteered where?,At the park.,
She who conducts an orchestra lost the game.,Lost what?,Game.,
She who loves warm weather won the match.,Won what?,Match.,
She who drank water today picked up the phone.,Picked up what?,The phone.,
She who took a test scrolled down the webpage.,Scrolled down what?,The webpage.,
She who put stickers on the wall did the homework.,Did what?,The homework.,
She who designed stickers cleaned the window.,Cleaned what?,The window.,
She who makes chicken nuggets opened the window.,Opened what?,The window.,
She who fixed the car closed the door.,Closed what?,The door.,
She who likes fruit snacks drew a picture.,Drew what?,Pictures.,
She who left the mark took a picture.,Took what?,Them.,
She who took a test bought colored pencils.,Bought what?,Colored pencils.,
She who made a friend created an origami plane.,Created what?,An origami plane.,
She who loves dogs slept for 15 hours.,Slept how?,She.,
She who plays piano bought a leather jacket.,Bought what?,A leather jacket.,
She who palys viola saw a Broadway musical.,Saw what?,A Broadway musical.,
She who conducts an orchestra wrote 20 pages.,Wrote what?,20 pages.,
She who loves warm weather needs to write 20 pages.,Needs to what?,20 pages.,
She who drank water today drew on the blackboard.,Drew where?,On the blackboard.,
She who took a test found the iPad.,Found what?,iPad.,
She who put stickers on the wall bought a pen and pencil.,Bought what?,Pen and pencil.,
She who designed stickers learned to code.,Learned what?,Code.,
She who makes chicken nuggets found the treasure.,Found what?,The treasure.,
She who fixed the car played soccer.,Played what?,Soccer.,
She who likes fruit snacks was injured.,Who was injured?,She.,
She who left the mark woke up to cold weather.,Woke up to what?,Cold.,
She who took a test stepped outside.,Stepped where?,Outside.,
She who made a friend went to bed.,Went where?,To bed.,
She who loves dogs fell asleep.,Who fell asleep?,She.,
She who plays piano took a nap. ,Took what?,A nap.,
She who palys viola got sick.,Got what?,Sickness.,
She who conducts an orchestra put on a hat.,Put on what?,A hat.,
She who loves warm weather called the principal.,Called who?,The principal.,
She who drank water today fell off a swing.,Fell off what?,Swing.,
She who took a test found seashells.,Found what?,Seashells.,
She who put stickers on the wall visited a family member.,Visited who?,A family member.,
She who designed stickers paused the song.,Paused what?,The song.,
She who makes chicken nuggets invited a friend.,Invited who?,A friend.,
She who fixed the car hung out with a friend.,Hung out with who?,Friends.,
She who likes fruit snacks composed new music.,Composed what?,New music.,
She who left the mark wrote a novel.,Wrote what?,A novel.,
She who took a test exercised at the gym.,Exercised where?,At the gym.,
She who made a friend stayed hydrated.,Stayed what?,Hydrated.,
She who loves dogs played with the dog.,Played with what?,The dog.,
She who plays piano practiced for 40 hours.,Practiced how?,For 40 hours.,
She who palys viola went on a rollercoaster.,Went where?,A rollercoaster.,
She who conducts an orchestra rolled down the hill.,Rolled down what?,The hill.,
She who loves warm weather turned off the light.,Turned off what?,The light.,
She who drank water today knitted a scarf.,Knitted what?,A scarf.,
She who took a test voted in the election.,Voted in what?,Election.,
She who put stickers on the wall drank three coffees.,Drank what?,Coffees.,
She who designed stickers bought new earrings.,Bought what?,Earrings.,
Mary who makes chicken nuggets makes soup.,Who makes soup?,Mary.,
Mary who fixed the car makes houses.,Who makes houses?,Mary.,
Mary who likes fruit snacks cooks beans.,Who cooks beans?,Mary.,
Mary who left the mark went home early.,Went home when?,Early.,
Mary who took a test sings a song.,Who sings a song?,Mary.,
Mary who made a friend loves dogs.,Who loves dogs?,Mary.,
Mary who loves dogs plays piano.,Who plays piano?,Mary.,
Mary who plays piano goes to concerts.,Who goes to concerts?,Mary.,
Mary who palys viola swims at the beach.,Who swims at the beach?,Mary.,
Mary who conducts an orchestra went to the mall.,Went where?,The mall.,
Mary who loves warm weather fixed the car.,Fixed what?,The car.,
Mary who drank water today ate fruit snacks.,Ate what?,Fruit snacks.,
Mary who took a test designed stickers.,Designed what?,Those stickers.,
Mary who put stickers on the wall wrote a story.,Wrote what?,A story.,
Mary who designed stickers made a program.,Made what?,That program.,
Mary who makes chicken nuggets cleaned the room.,Cleaned what?,The room.,
Mary who fixed the car watched the kids.,Watched who?,Kids.,
Mary who likes fruit snacks eats chicken nuggets.,Who eats chicken nuggets?,Mary.,
Mary who left the mark likes fruit snacks.,Who likes fruit snacks?,Mary.,
Mary who took a test plays viola.,Who plays viola?,Mary.,
Mary who made a friend conducts an orchestra.,Conducts what?,An orchestra.,
Mary who loves dogs loves warm weather.,Who loves warm weather?,Mary.,
Mary who plays piano ate peppermint bites.,Ate what?,Peppermint bites.,
Mary who palys viola likes vacations.,Who likes vacations?,Mary.,
Mary who conducts an orchestra drank water today.,Drank what?,Water today.,
Mary who loves warm weather likes carpet flooring.,Who likes carpet flooring?,Mary.,
Mary who drank water today charged the computer.,Charged what?,The computer.,
Mary who took a test went to the dance.,Went where?,To the dance.,
Mary who put stickers on the wall put stickers on the wall.,Put stickers where?,On the wall.,
Mary who designed stickers paid the bills.,Paid what?,The bills.,
Mary who makes chicken nuggets took a test.,Took what?,A test.,
Mary who fixed the car took a train.,Took what?,A train.,
Mary who likes fruit snacks boarded the airplane.,Boarded what?,The airplane.,
Mary who left the mark left the park.,Left where?,The park.,
Mary who took a test made a friend.,Made what?,Friend.,
Mary who made a friend listened to music.,Listened to what?,Music.,
Mary who loves dogs painted a landscape.,Painted what?,A landscape.,
Mary who plays piano improvised a presentation.,Improvised what?,A presentation.,
Mary who palys viola performed a musical.,Performed what?,A musical.,
Mary who conducts an orchestra studied hard.,Who studied hard?,Mary.,
Mary who loves warm weather made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
Mary who drank water today calculated averages.,Calculated what?,Averages.,
Mary who took a test lost the keys.,Lost what?,Keys.,
Mary who put stickers on the wall sold the clothes.,Sold what?,Clothes.,
Mary who designed stickers danced all night.,Danced when?,All night.,
Mary who makes chicken nuggets knew her.,Knew who?,Her,
Mary who fixed the car recognized him.,Recognized who?,Him.,
Mary who likes fruit snacks saw a dog.,Saw what?,Dog.,
Mary who left the mark volunteered at the park.,Volunteered where?,At the park.,
Mary who took a test lost the game.,Lost what?,Game.,
Mary who made a friend won the match.,Won what?,Match.,
Mary who loves dogs picked up the phone.,Picked up what?,The phone.,
Mary who plays piano scrolled down the webpage.,Scrolled down what?,The webpage.,
Mary who palys viola did the homework.,Did what?,The homework.,
Mary who conducts an orchestra cleaned the window.,Cleaned what?,The window.,
Mary who loves warm weather opened the window.,Opened what?,The window.,
Mary who drank water today closed the door.,Closed what?,The door.,
Mary who took a test drew a picture.,Drew what?,Pictures.,
Mary who put stickers on the wall took a picture.,Took what?,Them.,
Mary who designed stickers bought colored pencils.,Bought what?,Colored pencils.,
Mary who makes chicken nuggets created an origami plane.,Created what?,An origami plane.,
Mary who fixed the car slept for 15 hours.,Slept how?,Mary.,
Mary who likes fruit snacks bought a leather jacket.,Bought what?,A leather jacket.,
Mary who left the mark saw a Broadway musical.,Saw what?,A Broadway musical.,
Mary who took a test wrote 20 pages.,Wrote what?,20 pages.,
Mary who made a friend needs to write 20 pages.,Needs to what?,20 pages.,
Mary who loves dogs drew on the blackboard.,Drew where?,On the blackboard.,
Mary who plays piano found the iPad.,Found what?,iPad.,
Mary who palys viola bought a pen and pencil.,Bought what?,Pen and pencil.,
Mary who conducts an orchestra learned to code.,Learned what?,Code.,
Mary who loves warm weather found the treasure.,Found what?,The treasure.,
Mary who drank water today played soccer.,Played what?,Soccer.,
Mary who took a test was injured.,Who was injured?,Mary.,
Mary who put stickers on the wall woke up to cold weather.,Woke up to what?,Cold.,
Mary who designed stickers stepped outside.,Stepped where?,Outside.,
Mary who makes chicken nuggets went to bed.,Went where?,To bed.,
Mary who fixed the car fell asleep.,Who fell asleep?,Mary.,
Mary who likes fruit snacks took a nap. ,Took what?,A nap.,
Mary who left the mark got sick.,Got what?,Sickness.,
Mary who took a test put on a hat.,Put on what?,A hat.,
Mary who made a friend called the principal.,Called who?,The principal.,
Mary who loves dogs fell off a swing.,Fell off what?,Swing.,
Mary who plays piano found seashells.,Found what?,Seashells.,
Mary who palys viola visited a family member.,Visited who?,A family member.,
Mary who conducts an orchestra paused the song.,Paused what?,The song.,
Mary who loves warm weather invited a friend.,Invited who?,A friend.,
Mary who drank water today hung out with a friend.,Hung out with who?,Friends.,
Mary who took a test composed new music.,Composed what?,New music.,
Mary who put stickers on the wall wrote a novel.,Wrote what?,A novel.,
Mary who designed stickers exercised at the gym.,Exercised where?,At the gym.,
Mary who makes chicken nuggets stayed hydrated.,Stayed what?,Hydrated.,
Mary who fixed the car played with the dog.,Played with what?,The dog.,
Mary who likes fruit snacks practiced for 40 hours.,Practiced how?,For 40 hours.,
Mary who left the mark went on a rollercoaster.,Went where?,A rollercoaster.,
Mary who took a test rolled down the hill.,Rolled down what?,The hill.,
Mary who made a friend turned off the light.,Turned off what?,The light.,
Mary who loves dogs knitted a scarf.,Knitted what?,A scarf.,
Mary who plays piano voted in the election.,Voted in what?,Election.,
Mary who palys viola drank three coffees.,Drank what?,Coffees.,
Mary who conducts an orchestra bought new earrings.,Bought what?,Earrings.,
John who loves warm weather makes soup.,Who makes soup?,John.,
John who drank water today makes houses.,Who makes houses?,John.,
John who took a test cooks beans.,Who cooks beans?,John.,
John who put stickers on the wall went home early.,Went home when?,Early.,
John who designed stickers sings a song.,Who sings a song?,John.,
John who makes chicken nuggets loves dogs.,Who loves dogs?,John.,
John who fixed the car plays piano.,Who plays piano?,John.,
John who likes fruit snacks goes to concerts.,Who goes to concerts?,John.,
John who left the mark swims at the beach.,Who swims at the beach?,John.,
John who took a test went to the mall.,Went where?,The mall.,
John who made a friend fixed the car.,Fixed what?,The car.,
John who loves dogs ate fruit snacks.,Ate what?,Fruit snacks.,
John who plays piano designed stickers.,Designed what?,Those stickers.,
John who palys viola wrote a story.,Wrote what?,A story.,
John who conducts an orchestra made a program.,Made what?,That program.,
John who loves warm weather cleaned the room.,Cleaned what?,The room.,
John who drank water today watched the kids.,Watched who?,Kids.,
John who took a test eats chicken nuggets.,Who eats chicken nuggets?,John.,
John who put stickers on the wall likes fruit snacks.,Who likes fruit snacks?,John.,
John who designed stickers plays viola.,Who plays viola?,John.,
John who makes chicken nuggets conducts an orchestra.,Conducts what?,An orchestra.,
John who fixed the car loves warm weather.,Who loves warm weather?,John.,
John who likes fruit snacks ate peppermint bites.,Ate what?,Peppermint bites.,
John who left the mark likes vacations.,Who likes vacations?,John.,
John who took a test drank water today.,Drank what?,Water today.,
John who made a friend likes carpet flooring.,Who likes carpet flooring?,John.,
John who loves dogs charged the computer.,Charged what?,The computer.,
John who plays piano went to the dance.,Went where?,To the dance.,
John who palys viola put stickers on the wall.,Put stickers where?,On the wall.,
John who conducts an orchestra paid the bills.,Paid what?,The bills.,
John who loves warm weather took a test.,Took what?,A test.,
John who drank water today took a train.,Took what?,A train.,
John who took a test boarded the airplane.,Boarded what?,The airplane.,
John who put stickers on the wall left the park.,Left where?,The park.,
John who designed stickers made a friend.,Made what?,Friend.,
John who makes chicken nuggets listened to music.,Listened to what?,Music.,
John who fixed the car painted a landscape.,Painted what?,A landscape.,
John who likes fruit snacks improvised a presentation.,Improvised what?,A presentation.,
John who left the mark performed a musical.,Performed what?,A musical.,
John who took a test studied hard.,Who studied hard?,John.,
John who made a friend made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
John who loves dogs calculated averages.,Calculated what?,Averages.,
John who plays piano lost the keys.,Lost what?,Keys.,
John who palys viola sold the clothes.,Sold what?,Clothes.,
John who conducts an orchestra danced all night.,Danced when?,All night.,
John who loves warm weather knew her.,Knew who?,Her,
John who drank water today recognized him.,Recognized who?,Him.,
John who took a test saw a dog.,Saw what?,Dog.,
John who put stickers on the wall volunteered at the park.,Volunteered where?,At the park.,
John who designed stickers lost the game.,Lost what?,Game.,
John who makes chicken nuggets won the match.,Won what?,Match.,
John who fixed the car picked up the phone.,Picked up what?,The phone.,
John who likes fruit snacks scrolled down the webpage.,Scrolled down what?,The webpage.,
John who left the mark did the homework.,Did what?,The homework.,
John who took a test cleaned the window.,Cleaned what?,The window.,
John who made a friend opened the window.,Opened what?,The window.,
John who loves dogs closed the door.,Closed what?,The door.,
John who plays piano drew a picture.,Drew what?,Pictures.,
John who palys viola took a picture.,Took what?,Them.,
John who conducts an orchestra bought colored pencils.,Bought what?,Colored pencils.,
John who loves warm weather created an origami plane.,Created what?,An origami plane.,
John who drank water today slept for 15 hours.,Slept how?,John.,
John who took a test bought a leather jacket.,Bought what?,A leather jacket.,
John who put stickers on the wall saw a Broadway musical.,Saw what?,A Broadway musical.,
John who designed stickers wrote 20 pages.,Wrote what?,20 pages.,
John who makes chicken nuggets needs to write 20 pages.,Needs to what?,20 pages.,
John who fixed the car drew on the blackboard.,Drew where?,On the blackboard.,
John who likes fruit snacks found the iPad.,Found what?,iPad.,
John who left the mark bought a pen and pencil.,Bought what?,Pen and pencil.,
John who took a test learned to code.,Learned what?,Code.,
John who made a friend found the treasure.,Found what?,The treasure.,
John who loves dogs played soccer.,Played what?,Soccer.,
John who plays piano was injured.,Who was injured?,John.,
John who palys viola woke up to cold weather.,Woke up to what?,Cold.,
John who conducts an orchestra stepped outside.,Stepped where?,Outside.,
John who loves warm weather went to bed.,Went where?,To bed.,
John who drank water today fell asleep.,Who fell asleep?,John.,
John who took a test took a nap. ,Took what?,A nap.,
John who put stickers on the wall got sick.,Got what?,Sickness.,
John who designed stickers put on a hat.,Put on what?,A hat.,
John who makes chicken nuggets called the principal.,Called who?,The principal.,
John who fixed the car fell off a swing.,Fell off what?,Swing.,
John who likes fruit snacks found seashells.,Found what?,Seashells.,
John who left the mark visited a family member.,Visited who?,A family member.,
John who took a test paused the song.,Paused what?,The song.,
John who made a friend invited a friend.,Invited who?,A friend.,
John who loves dogs hung out with a friend.,Hung out with who?,Friends.,
John who plays piano composed new music.,Composed what?,New music.,
John who palys viola wrote a novel.,Wrote what?,A novel.,
John who conducts an orchestra exercised at the gym.,Exercised where?,At the gym.,
John who loves warm weather stayed hydrated.,Stayed what?,Hydrated.,
John who drank water today played with the dog.,Played with what?,The dog.,
John who took a test practiced for 40 hours.,Practiced how?,For 40 hours.,
John who put stickers on the wall went on a rollercoaster.,Went where?,A rollercoaster.,
John who designed stickers rolled down the hill.,Rolled down what?,The hill.,
John who makes chicken nuggets turned off the light.,Turned off what?,The light.,
John who fixed the car knitted a scarf.,Knitted what?,A scarf.,
John who likes fruit snacks voted in the election.,Voted in what?,Election.,
John who left the mark drank three coffees.,Drank what?,Coffees.,
John who took a test bought new earrings.,Bought what?,Earrings.,
The girls who made a friend make soup.,Who makes soup?,The girls.,
The girls who loves dogs make houses.,Who makes houses?,The girls.,
The girls who plays piano cook beans.,Who cooks beans?,The girls.,
The girls who palys viola went home early.,Went home when?,Early.,
The girls who conducts an orchestra sing a song.,Who sings a song?,The girls.,
The girls who loves warm weather love dogs.,Who loves dogs?,The girls.,
The girls who drank water today play piano.,Who plays piano?,The girls.,
The girls who took a test go to concerts.,Who goes to concerts?,The girls.,
The girls who put stickers on the wall swim at the beach.,Who swims at the beach?,The girls.,
The girls who designed stickers went to the mall.,Went where?,The mall.,
The girls who makes chicken nuggets fixed the car.,Fixed what?,The car.,
The girls who fixed the car ate fruit snacks.,Ate what?,Fruit snacks.,
The girls who likes fruit snacks designed stickers.,Designed what?,Those stickers.,
The girls who left the mark wrote a story.,Wrote what?,A story.,
The girls who took a test made a program.,Made what?,That program.,
The girls who made a friend cleaned the room.,Cleaned what?,The room.,
The girls who loves dogs watched the kids.,Watched who?,Kids.,
The girls who plays piano eat chicken nuggets.,Who eats chicken nuggets?,The girls.,
The girls who palys viola like fruit snacks.,Who likes fruit snacks?,The girls.,
The girls who conducts an orchestra play viola.,Who plays viola?,The girls.,
The girls who loves warm weather conduct an orchestra.,Conducts what?,An orchestra.,
The girls who drank water today love warm weather.,Who loves warm weather?,The girls.,
The girls who took a test ate peppermint bites.,Ate what?,Peppermint bites.,
The girls who put stickers on the wall like vacations.,Who likes vacations?,The girls.,
The girls who designed stickers drank water today.,Drank what?,Water today.,
The girls who makes chicken nuggets like carpet flooring.,Who likes carpet flooring?,The girls.,
The girls who fixed the car charged the computer.,Charged what?,The computer.,
The girls who likes fruit snacks went to the dance.,Went where?,To the dance.,
The girls who left the mark put stickers on the wall.,Put stickers where?,On the wall.,
The girls who took a test paid the bills.,Paid what?,The bills.,
The girls who made a friend took a test.,Took what?,A test.,
The girls who loves dogs took a train.,Took what?,A train.,
The girls who plays piano boarded the airplane.,Boarded what?,The airplane.,
The girls who palys viola left the park.,Left where?,The park.,
The girls who conducts an orchestra made a friend.,Made what?,Friend.,
The girls who loves warm weather listened to music.,Listened to what?,Music.,
The girls who drank water today painted a landscape.,Painted what?,A landscape.,
The girls who took a test improvised a presentation.,Improvised what?,A presentation.,
The girls who put stickers on the wall performed a musical.,Performed what?,A musical.,
The girls who designed stickers studied hard.,Who studied hard?,The girls.,
The girls who makes chicken nuggets made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
The girls who fixed the car calculated averages.,Calculated what?,Averages.,
The girls who likes fruit snacks lost the keys.,Lost what?,Keys.,
The girls who left the mark sold the clothes.,Sold what?,Clothes.,
The girls who took a test danced all night.,Danced when?,All night.,
The girls who made a friend knew her.,Knew who?,Her,
The girls who loves dogs recognized him.,Recognized who?,Him.,
The girls who plays piano saw a dog.,Saw what?,Dog.,
The girls who palys viola volunteered at the park.,Volunteered where?,At the park.,
The girls who conducts an orchestra lost the game.,Lost what?,Game.,
The girls who loves warm weather won the match.,Won what?,Match.,
The girls who drank water today picked up the phone.,Picked up what?,The phone.,
The girls who took a test scrolled down the webpage.,Scrolled down what?,The webpage.,
The girls who put stickers on the wall did the homework.,Did what?,The homework.,
The girls who designed stickers cleaned the window.,Cleaned what?,The window.,
The girls who makes chicken nuggets opened the window.,Opened what?,The window.,
The girls who fixed the car closed the door.,Closed what?,The door.,
The girls who likes fruit snacks drew a picture.,Drew what?,Pictures.,
The girls who left the mark took a picture.,Took what?,Them.,
The girls who took a test bought colored pencils.,Bought what?,Colored pencils.,
The girls who made a friend created an origami plane.,Created what?,An origami plane.,
The girls who loves dogs slept for 15 hours.,Slept how?,The girls.,
The girls who plays piano bought a leather jacket.,Bought what?,A leather jacket.,
The girls who palys viola saw a Broadway musical.,Saw what?,A Broadway musical.,
The girls who conducts an orchestra wrote 20 pages.,Wrote what?,20 pages.,
The girls who loves warm weather need to write 20 pages.,Needs to what?,20 pages.,
The girls who drank water today drew on the blackboard.,Drew where?,On the blackboard.,
The girls who took a test found the iPad.,Found what?,iPad.,
The girls who put stickers on the wall bought a pen and pencil.,Bought what?,Pen and pencil.,
The girls who designed stickers learned to code.,Learned what?,Code.,
The girls who makes chicken nuggets found the treasure.,Found what?,The treasure.,
The girls who fixed the car played soccer.,Played what?,Soccer.,
The girls who likes fruit snacks were injured.,Who was injured?,The girls.,
The girls who left the mark woke up to cold weather.,Woke up to what?,Cold.,
The girls who took a test stepped outside.,Stepped where?,Outside.,
The girls who made a friend went to bed.,Went where?,To bed.,
The girls who loves dogs fell asleep.,Who fell asleep?,The girls.,
The girls who plays piano took a nap. ,Took what?,A nap.,
The girls who palys viola got sick.,Got what?,Sickness.,
The girls who conducts an orchestra put on a hat.,Put on what?,A hat.,
The girls who loves warm weather called the principal.,Called who?,The principal.,
The girls who drank water today fell off a swing.,Fell off what?,Swing.,
The girls who took a test found seashells.,Found what?,Seashells.,
The girls who put stickers on the wall visited a family member.,Visited who?,A family member.,
The girls who designed stickers paused the song.,Paused what?,The song.,
The girls who makes chicken nuggets invited a friend.,Invited who?,A friend.,
The girls who fixed the car hung out with a friend.,Hung out with who?,Friends.,
The girls who likes fruit snacks composed new music.,Composed what?,New music.,
The girls who left the mark wrote a novel.,Wrote what?,A novel.,
The girls who took a test exercised at the gym.,Exercised where?,At the gym.,
The girls who made a friend stayed hydrated.,Stayed what?,Hydrated.,
The girls who loves dogs played with the dog.,Played with what?,The dog.,
The girls who plays piano practiced for 40 hours.,Practiced how?,For 40 hours.,
The girls who palys viola went on a rollercoaster.,Went where?,A rollercoaster.,
The girls who conducts an orchestra rolled down the hill.,Rolled down what?,The hill.,
The girls who loves warm weather turned off the light.,Turned off what?,The light.,
The girls who drank water today knitted a scarf.,Knitted what?,A scarf.,
The girls who took a test voted in the election.,Voted in what?,Election.,
The girls who put stickers on the wall drank three coffees.,Drank what?,Coffees.,
The girls who designed stickers bought new earrings.,Bought what?,Earrings.,
The boys who makes chicken nuggets make soup.,Who makes soup?,The boys.,
The boys who fixed the car make houses.,Who makes houses?,The boys.,
The boys who likes fruit snacks cook beans.,Who cooks beans?,The boys.,
The boys who left the mark went home early.,Went home when?,Early.,
The boys who took a test sing a song.,Who sings a song?,The boys.,
The boys who made a friend love dogs.,Who loves dogs?,The boys.,
The boys who loves dogs play piano.,Who plays piano?,The boys.,
The boys who plays piano go to concerts.,Who goes to concerts?,The boys.,
The boys who palys viola swim at the beach.,Who swims at the beach?,The boys.,
The boys who conducts an orchestra went to the mall.,Went where?,The mall.,
The boys who loves warm weather fixed the car.,Fixed what?,The car.,
The boys who drank water today ate fruit snacks.,Ate what?,Fruit snacks.,
The boys who took a test designed stickers.,Designed what?,Those stickers.,
The boys who put stickers on the wall wrote a story.,Wrote what?,A story.,
The boys who designed stickers made a program.,Made what?,That program.,
The boys who makes chicken nuggets cleaned the room.,Cleaned what?,The room.,
The boys who fixed the car watched the kids.,Watched who?,Kids.,
The boys who likes fruit snacks eat chicken nuggets.,Who eats chicken nuggets?,The boys.,
The boys who left the mark like fruit snacks.,Who likes fruit snacks?,The boys.,
The boys who took a test play viola.,Who plays viola?,The boys.,
The boys who made a friend conduct an orchestra.,Conducts what?,An orchestra.,
The boys who loves dogs love warm weather.,Who loves warm weather?,The boys.,
The boys who plays piano ate peppermint bites.,Ate what?,Peppermint bites.,
The boys who palys viola like vacations.,Who likes vacations?,The boys.,
The boys who conducts an orchestra drank water today.,Drank what?,Water today.,
The boys who loves warm weather like carpet flooring.,Who likes carpet flooring?,The boys.,
The boys who drank water today charged the computer.,Charged what?,The computer.,
The boys who took a test went to the dance.,Went where?,To the dance.,
The boys who put stickers on the wall put stickers on the wall.,Put stickers where?,On the wall.,
The boys who designed stickers paid the bills.,Paid what?,The bills.,
The boys who makes chicken nuggets took a test.,Took what?,A test.,
The boys who fixed the car took a train.,Took what?,A train.,
The boys who likes fruit snacks boarded the airplane.,Boarded what?,The airplane.,
The boys who left the mark left the park.,Left where?,The park.,
The boys who took a test made a friend.,Made what?,Friend.,
The boys who made a friend listened to music.,Listened to what?,Music.,
The boys who loves dogs painted a landscape.,Painted what?,A landscape.,
The boys who plays piano improvised a presentation.,Improvised what?,A presentation.,
The boys who palys viola performed a musical.,Performed what?,A musical.,
The boys who conducts an orchestra studied hard.,Who studied hard?,The boys.,
The boys who loves warm weather made a reservation at the restaurant.,Made what?,A reservation at the restaurant.,
The boys who drank water today calculated averages.,Calculated what?,Averages.,
The boys who took a test lost the keys.,Lost what?,Keys.,
The boys who put stickers on the wall sold the clothes.,Sold what?,Clothes.,
The boys who designed stickers danced all night.,Danced when?,All night.,
The boys who makes chicken nuggets knew her.,Knew who?,Her,
The boys who fixed the car recognized him.,Recognized who?,Him.,
The boys who likes fruit snacks saw a dog.,Saw what?,Dog.,
The boys who left the mark volunteered at the park.,Volunteered where?,At the park.,
The boys who took a test lost the game.,Lost what?,Game.,
The boys who made a friend won the match.,Won what?,Match.,
The boys who loves dogs picked up the phone.,Picked up what?,The phone.,
The boys who plays piano scrolled down the webpage.,Scrolled down what?,The webpage.,
The boys who palys viola did the homework.,Did what?,The homework.,
The boys who conducts an orchestra cleaned the window.,Cleaned what?,The window.,
The boys who loves warm weather opened the window.,Opened what?,The window.,
The boys who drank water today closed the door.,Closed what?,The door.,
The boys who took a test drew a picture.,Drew what?,Pictures.,
The boys who put stickers on the wall took a picture.,Took what?,Them.,
The boys who designed stickers bought colored pencils.,Bought what?,Colored pencils.,
The boys who makes chicken nuggets created an origami plane.,Created what?,An origami plane.,
The boys who fixed the car slept for 15 hours.,Slept how?,The boys.,
The boys who likes fruit snacks bought a leather jacket.,Bought what?,A leather jacket.,
The boys who left the mark saw a Broadway musical.,Saw what?,A Broadway musical.,
The boys who took a test wrote 20 pages.,Wrote what?,20 pages.,
The boys who made a friend need to write 20 pages.,Needs to what?,20 pages.,
The boys who loves dogs drew on the blackboard.,Drew where?,On the blackboard.,
The boys who plays piano found the iPad.,Found what?,iPad.,
The boys who palys viola bought a pen and pencil.,Bought what?,Pen and pencil.,
The boys who conducts an orchestra learned to code.,Learned what?,Code.,
The boys who loves warm weather found the treasure.,Found what?,The treasure.,
The boys who drank water today played soccer.,Played what?,Soccer.,
The boys who took a test were injured.,Who was injured?,The boys.,
The boys who put stickers on the wall woke up to cold weather.,Woke up to what?,Cold.,
The boys who designed stickers stepped outside.,Stepped where?,Outside.,
The boys who makes chicken nuggets went to bed.,Went where?,To bed.,
The boys who fixed the car fell asleep.,Who fell asleep?,The boys.,
The boys who likes fruit snacks took a nap. ,Took what?,A nap.,
The boys who left the mark got sick.,Got what?,Sickness.,
The boys who took a test put on a hat.,Put on what?,A hat.,
The boys who made a friend called the principal.,Called who?,The principal.,
The boys who loves dogs fell off a swing.,Fell off what?,Swing.,
The boys who plays piano found seashells.,Found what?,Seashells.,
The boys who palys viola visited a family member.,Visited who?,A family member.,
The boys who conducts an orchestra paused the song.,Paused what?,The song.,
The boys who loves warm weather invited a friend.,Invited who?,A friend.,
The boys who drank water today hung out with a friend.,Hung out with who?,Friends.,
The boys who took a test composed new music.,Composed what?,New music.,
The boys who put stickers on the wall wrote a novel.,Wrote what?,A novel.,
The boys who designed stickers exercised at the gym.,Exercised where?,At the gym.,
